Name,WikidataID
格勒,Q1297743
格勞科,Q3771900
格哈德,Q7996169
格哈特,Q19832227
格奥尔基,Q19826490
格奥尔基,Q53114536
格奥尔基,Q17533877
格奥尔基耶,Q17524981
格奥尔格,Q1985538
格奥尔格·维克托,Q55128308
格奥瓦娜,Q105534217
格奧基耶,Q17524981
格奧爾基,Q19826490
格奧爾格,Q1985538
格奧爾格·維克多,Q55128308
格奧爾格烏斯,Q5548460
格娜,Q228162
格布哈德,Q19967904
格布哈特,Q19967904
格希,Q2699598
格恩达,Q1372649
格拉多,Q43381898
格拉奇娜,Q746517
格拉尼特,Q19967925
格拉提婭,Q21191296
格拉提安努斯,Q57772642
格拉茲歐索,Q3776094
格拉蒂亚诺,Q57772642
格拉蒂安,Q57774832
格拉蒂安,Q19914683
格拉蒂安娜,Q57773116
格拉蒂絲,Q13422277
格拉西亚,Q57776044
格拉西亚,Q57773353
格拉西亚,Q1027806
格拉西亚诺,Q43400446
格拉谢拉,Q5591545
格拉齊亞,Q21191276
格拉齊亞諾,Q715015
格拉齐亚,Q21191276
格拉齐亚诺,Q715015
格拉齐奥索,Q3776094
格拉齐拉,Q18341357
格斯塔,Q1559648
格林,Q42302085
格林德,Q19689424
格林頓,Q60589344
格洛丽亚,Q19689509
格洛里亚,Q734575
格洛麗亞,Q19689509
格温,Q3881656
格温,Q20819039
格温,Q69513452
格温,Q11075327
格温,Q18002640
格温,Q3122549
格温内勒,Q65177183
格温妮丝,Q1267367
格温尔,Q18075481
格温弗林,Q106823094
格温德伦,Q1029057
格温德琳,Q1714536
格温纳尔,Q20053955
格温纳尔,Q18075461
格温达,Q19914692
格溫,Q3881656
格溫,Q3122549
格溫,Q20819039
格溫多林,Q16276103
格溫弗林,Q106823094
格溫納爾,Q18075461
格溫納爾,Q20053955
格澤德,Q101652466
格热哥兹,Q1551188
格爾,Q20830196
格爾琳德,Q19689424
格特,Q28439872
格特,Q5553169
格特-贾恩,Q20830266
格特-雅恩,Q20830266
格特劳德,Q20885719
格特尔,Q28439872
格特魯德,Q23738873
格特魯德絲,Q23735914
格特鲁德,Q18180972
格特鲁德 (名字),Q509729
格特鲁德斯,Q23735914
格特鲁达,Q20087968
格瑞,Q1514838
格瑞羅,Q20017891
格瓦德乐,Q11682230
格納恩,Q1292514
格納迪,Q1502356
格纳恩,Q1292514
格纳迪,Q1502356
格维昂,Q13926794
格罗,Q3480578
格羅佛,Q19731861
格羅德,Q18171083
格茲,Q19819805
格莉妮丝,Q85110791
格莱妮丝,Q3771999
格莱格,Q18156264
格莱森,Q25114812
格莱蒂娅,Q21191296
格莱迪丝,Q13422277
格萊妮絲,Q85110791
格萨,Q1010138
格萨尔王传,Q53047010
格葛利,Q783555
格蒂,Q19968523
格蕾,Q29514599
格蕾戈丽亚,Q21147859
格蕾西,Q26986283
格蘭威爾,Q21296593
格蘭尼特,Q19967925
格蘭特,Q2549909
格蘭緹娜,Q57773116
格諾特,Q17496154
格迪昂,Q11682058
格迪昂,Q19915024
格迪昂,Q21042784
格迪米纳斯,Q1497589
格里,Q4587148
格里,Q1514838
格里塞尔达,Q546126
格里夫斯,Q77662687
格里戈里,Q5609054
格里戈里斯,Q42709343
格里戈里斯,Q57825467
格里沙,Q13424387
格里特,Q1514735
格里特,Q1547080
格里芬,Q19901998
格里菲思,Q16276064
格里高茲,Q1551188
格里高里 (名字),Q21034742
格雷,Q29514598
格雷丝,Q1541047
格雷古瓦,Q19819806
格雷塔,Q20998971
格雷夫斯,Q77662687
格雷姆,Q18342976
格雷戈瓦,Q21147857
格雷戈里,Q922983
格雷戈里 (名字),Q19817868
格雷戈里 (名字),Q21034742
格雷戈里·史蒂芬,Q65079180
格雷戈里·斯蒂芬,Q65079180
格雷戈里·約翰,Q69906895
格雷戈里·约翰,Q69906895
格雷戈里奥,Q18558694
格雷斯,Q65068743
格雷斯·玛丽,Q55225442
格雷森,Q25114812
格雷森,Q96592790
格雷琴,Q3116539
格雷瓜尔,Q21147857
格雷维尔,Q21296593
格雷罗,Q20017891
格雷西,Q26986283
格雷西亚,Q21191278
格魯菲德,Q15814296
格鲁夫菲德,Q15814296
桂,Q106804273
桂蘭,Q69869529
桂軒,Q96694978
桃,Q96637383
桃楼,Q29571253
桃樂絲,Q20898992
桃樂絲  (名字),Q2647244
桃樂絲 (名字),Q2647244
桃樂絲·瑪麗,Q59239572
桃菜,Q116774276
桃黛,Q7835784
桑,Q89983068
桑乔,Q16600098
桑佳,Q4327105
桑克,Q2379918
桑古兒,Q20000902
桑吉夫,Q98827205
桑吉查,Q84660410
桑喬,Q16600098
桑地亞哥,Q13422956
桑塔,Q2800450
桑夏恩,Q2366716
桑妮,Q2655971
桑妮,Q19368856
桑妮婭,Q21467878
桑妮雅,Q5606846
桑妮雅,Q21780144
桑妮雅 (名字),Q143995
桑姆,Q62049785
桑姆雅,Q42610761
桑尼,Q19968383
桑尼,Q10673707
桑尼亞,Q16281193
桑岡,Q99756266
桑德,Q18670563
桑德拉,Q1474819
桑德斯,Q42070401
桑德林,Q18019683
桑德森,Q84207491
桑德爾,Q7639205
桑德琳,Q18019683
桑德罗,Q2221177
桑德羅,Q2221177
桑托,Q3949468
桑托斯,Q18352926
桑托罗,Q3949549
桑普森,Q18324386
桑普萨,Q18760964
桑普薩,Q18760964
桑杜,Q102300729
桑杰,Q23663369
桑楠,Q62049785
桑泰里,Q7420128
桑特,Q26822130
桑特羅,Q3949549
桑罗斯,Q111726957
桑羅斯,Q111726957
桑莫,Q7637249
桑蒂,Q19968620
桑蒂,Q3959170
桑蒂,Q1413008
桑蘇勒絲,Q51885560
桑诺,Q1440465
桑贡,Q99756266
桑达,Q18670563
桑达尔,Q7639205
桑迪,Q63062729
桑迪普,Q3471820
桑铎,Q19968345
梁,Q96483620
梅,Q2684993
梅,Q96631729
梅,Q22969612
梅 (名字),Q16422364
梅丁,Q75383175
梅丽塔,Q48718931
梅丽尔,Q493639
梅丽莎·安,Q60574866
梅乐迪,Q3854288
梅伊薩姆,Q116733044
梅休,Q93758489
梅伽拉,Q63197249
梅倫,Q76811085
梅克,Q492624
梅克本勒,Q69163569
梅克泰德,Q21143588
梅克爾,Q5999558
梅克特尔德,Q21143588
梅克纳,Q86605761
梅兰,Q3304864
梅兰妮,Q98777020
梅兰妮 (名字),Q3332863
梅兰尼,Q1064920
梅兰格尔,Q23636103
梅内塞斯,Q81645927
梅内塞斯,Q37255095
梅利斯,Q6807550
梅利斯,Q20000612
梅利纳,Q16577646
梅利纳,Q3332929
梅利莎,Q19968569
梅利萨,Q830357
梅利薩,Q830357
梅基斯,Q98456928
梅基斯,Q98456904
梅基斯 (名字),Q97961746
梅塔,Q12796400
梅塔尔,Q107302739
梅塞德斯,Q255209
梅多德,Q12755185
梅太郎,Q110267177
梅尔,Q6949579
梅尔,Q4563684
梅尔,Q21146224
梅尔,Q20523902
梅尔,Q20000679
梅尔,Q11880588
梅尔,Q18978379
梅尔 (名字),Q16279382
梅尔基奥尔,Q18177348
梅尔娅,Q11882161
梅尔文,Q27037118
梅尔滕,Q108482293
梅尔特尔,Q27918368
梅尔科卡,Q16422252
梅尔维,Q11882190
梅尔韦,Q3306682
梅尔顿,Q100160160
梅布尔,Q949355
梅布爾,Q949355
梅德利夫,Q1958428
梅德爾多,Q104370560
梅托德,Q12755185
梅托迪,Q30321580
梅拉,Q47531477
梅拉,Q16279235
梅拉尼 (人名),Q12796329
梅拉尼亚,Q16279311
梅拉尼贾,Q27429864
梅斯,Q21142208
梅朵,Q27918368
梅朵,Q3858942
梅杰,Q19902046
梅林,Q20725313
梅林,Q16279386
梅根,Q63127710
梅根,Q98962288
梅根 (人名),Q20899044
梅根 (名字),Q10328269
梅根妮,Q99853305
梅根妮,Q60589551
梅格,Q19831817
梅格汉 (人名),Q20899044
梅格翰,Q98962288
梅森,Q12294444
梅汀,Q19810495
梅洛,Q18914783
梅洛拉,Q20899045
梅洛迪,Q96356559
梅洛迪,Q60589556
梅滕,Q108482293
梅潔,Q16421734
梅爾,Q6949579
梅爾,Q20000679
梅爾,Q20523902
梅爾,Q4563684
梅爾,Q11880588
梅爾,Q18978379
梅爾希奧,Q18177348
梅爾文,Q27037118
梅爾科卡,Q16422252
梅爾維,Q11882190
梅爾維爾,Q19582291
梅特,Q16279139
梅特,Q61996673
梅特,Q1559310
梅特,Q1158302
梅特,Q42946199
梅特,Q1885936
梅特 (名字),Q43653331
梅琳,Q1919361
梅琳,Q3332935
梅琳达,Q16422246
梅琳達,Q16422246
梅稚,Q117411508
梅罗维,Q22964132
梅芙,Q1883655
梅芮,Q65660052
梅芮兒,Q18110978
梅芮凱,Q18658595
梅苏特,Q1924606
梅英,Q83958800
梅莉,Q493639
梅莉,Q97694361
梅莉克,Q20001401
梅莉恩,Q90157722
梅莉爾,Q95248178
梅莉絲,Q20000612
梅莉莎,Q19968569
梅莉莎,Q830357
梅莉莎·安,Q60574866
梅莎,Q63644648
梅莱克,Q20001394
梅莱齐奥,Q104412762
梅萊克,Q20001394
梅萊姆,Q57524141
梅萊齊奧,Q104412762
梅萨姆,Q116733044
梅蕾特,Q2299176
梅蘇特,Q1924606
梅蘭妮,Q98777020
梅蘭妮,Q1064920
梅蘭妮 (人名),Q12796329
梅蘭妮 (名字),Q3332863
梅蘭妮亞,Q27429864
梅蘭治爾,Q23636103
梅西納,Q21146229
梅西纳,Q21146229
梅诺尔夫,Q1918126
梅賽德斯,Q18914785
梅赛德斯,Q18914785
梅达尔多,Q104370560
梅达德,Q19914326
梅迪,Q19825032
梅迪森,Q19776296
梅迪森,Q50201491
梅達爾,Q19914326
梅里,Q18760879
梅里,Q97694361
梅里克,Q20001401
梅里切爾,Q21087197
梅里德,Q6736910
梅里德,Q85017701
梅里斯,Q6807550
梅里特,Q24091690
梅里特塞尔,Q21087197
梅里萨,Q95402378
梅阿,Q107724332
梅雷,Q65660052
梅雷亚德,Q6736910
梅雷亚德,Q85017701
梅雷姆,Q57524141
梅雷尔,Q18110978
梅雷迪特,Q1276644
梅麗塔,Q48718931
梅麗娜,Q16577646
梅麗娜,Q3332929
梨華,Q96252481
梨那,Q114677360
森,Q110693098
森南,Q16601519
森夏恩,Q2366716
森嫩,Q16601519
森安,Q61248022
森尼,Q19368856
森川,Q7827816
森彦,Q112073136
森迪,Q63062729
椋,Q29576218
植,Q20065426
植,Q110866700
楊,Q19810523
楊戴爾,Q100504881
楚,Q61558530
楚,Q96479073
楚,Q106797031
楚伊斯,Q98905967
楚克乌梅卡,Q71593807
楚克維梅卡,Q71593807
楚库迪,Q24085335
楚德,Q19832223
楚德,Q646303
楚玉,Q106797836
楚瑜,Q106797785
楚蒂,Q19677024
楠,Q104374131
楽,Q96401045
榮,Q106871296
榮三,Q1824046
榮淑,Q8057867
榮華,Q110652664
樂,Q96401045
樂妍,Q109768602
樂琦,Q97573279
樂詩克,Q1821009
樂頓,Q45217855
模里西斯,Q19968165
権六,Q116058225
権兵衛,Q64785828
樱,Q111476761
樹,Q96593612
樹山,Q113640655
樹錚,Q56008632
檣,Q94949689
櫻,Q21051543
櫻,Q111476761
權,Q69513452
權,Q94700581
次人,Q114564320
欣,Q106757325
欣妤,Q110732590
欣弥,Q110205417
欣彌,Q110205348
欣德,Q20000416
欣怡,Q110707504
欣里克,Q16909487
欣里希,Q1619450
欧仁,Q18012535
欧仁妮,Q19589874
欧克利德斯,Q21285795
欧几里德,Q21285795
欧妮丝汀,Q20899030
欧姆利,Q19968257
欧德希德,Q12713565
欧扎,Q307694
欧扎勒姆,Q307915
欧拉维奥,Q21285792
欧文,Q3887735
欧文,Q19819747
欧文,Q20872537
欧文 (名字),Q16277131
欧斯卡,Q18145769
欧根,Q18012526
欧根纽什,Q18510606
欧欣,Q71267306
欧欣,Q33136034
欧玛,Q16421631
欧琳卡,Q96760007
欧莎,Q18571895
欧迪,Q1757370
欧迪瑟亚斯,Q63333455
欧里科,Q21285810
欧露莎尔芭,Q3941290
欧麦尔,Q4475314
欽,Q106844966
欽一,Q6410287
歆,Q111811475
歆緹婭,Q77809200
歆缇娅,Q77809200
歌利亚,Q82922760
歌尔德,Q19688437
歌川,Q16290297
歌德,Q46454454
歐亨尼奧,Q18012537
歐仁,Q18012535
歐仁妮,Q19589874
歐克利,Q59697889
歐內斯提娜,Q12788525
歐內斯特,Q595105
歐列斯特,Q20087980
歐利金,Q3885826
歐勒夫,Q3881452
歐古坎,Q26849148
歐古塔,Q42710601
歐哈德,Q10997598
歐嘉,Q20187
歐嘉,Q30080971
歐嘉,Q30081713
歐因斯坦,Q317315
歐坎,Q20000731
歐塔,Q19768452
歐塔,Q93997185
歐奈拉,Q542211
歐奈斯特,Q595105
歐妲,Q16420274
歐姆利,Q19968257
歐娜,Q22666945
歐密德,Q19688725
歐尼爾,Q61954629
歐尼爾,Q96247540
歐幾里德,Q21285795
歐康納,Q29946814
歐德希德,Q12713565
歐德莎,Q98594584
歐恩,Q3887735
歐拉,Q23308522
歐拉,Q1782345
歐拉,Q3629777
歐拉夫,Q16511262
歐摩,Q2041708
歐文,Q16747215
歐文,Q531710
歐斯卡,Q18145769
歐斯托吉歐,Q3735051
歐札,Q307694
歐東,Q294054
歐根紐什,Q18510606
歐格登,Q3881076
歐梅羅,Q20819036
歐森,Q7106672
歐洛芬,Q104621557
歐爾佳,Q38038024
歐特,Q30586269
歐特,Q4827123
歐特,Q43380441
歐特馬,Q1855995
歐琳卡,Q96760007
歐琳娜,Q56405735
歐琳娜,Q7086343
歐索里奧,Q57616302
歐索里奧,Q30939254
歐絲娜特,Q54318722
歐絲潔,Q307789
歐芮安,Q44375216
歐芮安娜,Q854202
歐芮琪,Q18925001
歐若拉,Q1066178
歐莉,Q33153291
歐莉特,Q66472093
歐莎,Q18571895
歐莎娜,Q2017539
歐莎娜,Q63793691
歐莫,Q19817830
歐菲莉亞,Q995411
歐蒂,Q7112081
歐薩內,Q104417584
歐薩娜,Q104417581
歐西普,Q16280443
歐西里,Q16585303
歐諾,Q2024529
歐諾佛瑞,Q21286020
歐諾黑,Q19819785
歐辛,Q71267306
歐辛,Q33136034
歐迪,Q97998125
歐迪,Q1757370
歐迪瑟亞斯,Q63333455
歐達,Q1314360
歐里,Q20164339
歐里,Q18760926
歐里-佩卡,Q48538562
歐里科,Q21285810
歐金,Q18012526
歐陸麥德,Q26736728
歐雅,Q21948587
歐雯,Q2021381
歐雷格,Q370292
歐馬,Q16421631
歐馬立,Q2023151
歐馮,Q59697682
止,Q96933447
正,Q29534991
正,Q96757010
正一,Q29534994
正一郎,Q29553765
正三,Q29556920
正中,Q117452478
正久,Q6782387
正义,Q6782780
正之,Q6782794
正二郎,Q29555628
正亮,Q29972542
正人,Q6782709
正俊,Q33306217
正信,Q6782571
正健,Q64785841
正利,Q33306953
正剛,Q64785832
正史,Q29571728
正和,Q6782436
正四,Q29556945
正太,Q4526270
正威,Q64785836
正実,Q116141915
正實,Q116141712
正寿,Q33306990
正尚,Q6782558
正己,Q113000022
正巳,Q113000044
正年,Q33307018
正建,Q114400399
正強,Q64785835
正彬,Q29972534
正彰,Q29972525
正志,Q29557445
正敏,Q33306940
正明,Q29972536
正昭,Q29972527
正晃,Q29972518
正暉,Q29972544
正朗,Q29972549
正桓,Q64785842
正次郎,Q29555630
正武,Q64785830
正毅,Q106435393
正毅,Q64785829
正浩,Q65562616
正煥,Q16256121
正直,Q6782558
正秋,Q29972521
正章,Q29972530
正義,Q64785813
正義,Q6782780
正義,Q64785814
正花,Q6312547
正蔵,Q29556933
正詮,Q29972532
正贤,Q16256125
正造,Q29556954
正陽,Q29972539
正雄,Q110677745
正雄,Q110633760
正顕,Q29972516
正顯,Q29972547
正馬,Q64785843
步,Q113134592
武,Q64785833
武,Q1257716
武,Q97653045
武卡什,Q19816594
武卡欣,Q7943401
武卡辛,Q7943401
武夫,Q117464060
武平,Q117474693
武扬,Q7677951
武文,Q7677968
武明,Q7677951
武约,Q30670093
武雄,Q110695402
武雄,Q110695371
武雄,Q110694868
武雄,Q110652667
武雄,Q110695602
歩美,Q57088102
歲,Q96248189
歷伯爾,Q19883328
歷伯爾,Q1872896
歷格斯,Q47103421
歸,Q96933331
殷,Q96279724
毅,Q94981998
毅直,Q117311620
比亚,Q60589213
比亚内,Q782509
比亚尼,Q879369
比亚焦,Q19689315
比亚特,Q879394
比亞吉奧,Q19689315
比伊托,Q43653334
比伊特,Q52556065
比伦特,Q1020662
比倫特,Q1020662
比克,Q52912585
比克福德,Q55077204
比利,Q19816507
比利·乔,Q65146442
比利·喬,Q65146442
比利·瑞伊,Q63093190
比利·雷,Q63093190
比务,Q19962582
比吉特,Q19816196
比吉特 (名字),Q19689386
比呂志,Q30098041
比喬恩 (名字),Q18918288
比埃伊托,Q43653334
比埃尔,Q23708222
比奥莱塔,Q2527460
比婭,Q60589213
比安卡,Q4961660
比安卡瑪麗亞,Q43381520
比安卡马里亚,Q43381520
比尔,Q18245781
比尔克,Q20001670
比尔吉特,Q865198
比尔婕,Q66867564
比尔曼,Q98431886
比尔格苏,Q92119845
比尔森,Q4916974
比尔特,Q865885
比尔金,Q77436450
比恩,Q8851571
比恩韦尼达,Q63083409
比托尔,Q53709205
比拉尔,Q16274743
比昂,Q488359
比朱,Q4907280
比格,Q74895081
比格尔,Q773057
比格爾,Q773057
比森塔,Q93227366
比比,Q856260
比爾,Q18245781
比爾吉特,Q865198
比爾康,Q98431886
比爾蓋蘇,Q92119845
比爾金,Q77436450
比特,Q336958
比約恩,Q18918290
比约恩,Q18918290
比约恩,Q8851571
比约恩 (名字),Q18918288
比纳利,Q99674605
比罗尔,Q21057283
比羅爾,Q21057283
比翁迪娜,Q29368961
比舍普,Q113128380
比艾塔,Q338015
比茹,Q4907280
比茹,Q63244648
比莉,Q19831799
比詹,Q19688290
比诺,Q3637167
比迪,Q101427589
比阿特丽斯,Q13762856
比阿特丽斯,Q5004975
比阿特丽斯,Q22915025
比阿特麗絲,Q734292
比雅尼,Q782509
毕姆,Q96141873
毕拉,Q16274745
毕碧安娜,Q1553223
毛利,Q80086104
毛罗,Q1167150
毛羅,Q1167150
毛里利奥,Q43381917
毛里奇亚,Q43381410
毛里蒂乌斯,Q19968165
毛里西奥,Q2880923
毛里西奥·多斯桑托斯·西门托,Q18324355
毛里西奥·阿尔贝托,Q97321275
毛里西奧,Q18324355
毛里西奧·亞柏托,Q97321275
毛里齊亞,Q43381410
毛里齐奥,Q18324355
氏房,Q112874931
民,Q96098468
民平,Q117385011
民生,Q7681463
水,Q75820688
水团花属,Q357313
水通,Q114576687
永,Q96098690
永吉,Q5349260
永康,Q105441813
永昌,Q70363782
永春,Q30238434
永治,Q5349206
永灯至,Q33397191
永芬,Q96098681
永行,Q19816099
求,Q106855785
汉伯格,Q16870462
汉伯里,Q59342824
汉克,Q27862146
汉内克,Q21056424
汉内洛蕾,Q381351
汉努,Q4413537
汉卡,Q12790735
汉塞尔,Q1492882
汉妮,Q1575808
汉娜,Q15729076
汉娜,Q3126650
汉娜,Q19664967
汉娜,Q39138052
汉娜,Q1554377
汉娜·玛利亚,Q106851030
汉密尔顿,Q19818110
汉尼,Q1576126
汉尼拔,Q9286083
汉尼斯,Q18196476
汉弗莱,Q1637225
汉德,Q29934873
汉德利,Q51954853
汉斯,Q632842
汉斯 - 彼得,Q18156274
汉斯 - 维尔纳,Q17370864
汉斯-乔治,Q5649537
汉斯-于尔根,Q16276304
汉斯-约阿希姆,Q19688499
汉斯·迪特,Q19819795
汉斯‑乌利齐,Q19688530
汉斯‑君特,Q55449951
汉斯于尔根,Q19688514
汉斯约尔格,Q1583848
汉森,Q26004614
汉诺,Q1576194
汉贝里,Q16870458
汉霓,Q10517284
汎首,Q20726712
汝,Q106967902
江,Q96343642
池娜叶,Q80218944
汤克,Q101427504
汤姆,Q3354498
汤姆(人名),Q19968396
汤米,Q2440902
汤米,Q23821318
汤米  (名字),Q1272055
汤米-安珀,Q23821154
汤贾,Q2288133
汪,Q105660548
汪達,Q786005
沁,Q94794840
沃,Q96465710
沃伊捷奇,Q16320672
沃伊斯拉夫,Q2447483
沃伦,Q2256715
沃依切克,Q2588339
沃依切赫,Q2588339
沃依特赫,Q16320672
沃克,Q16622960
沃利,Q46607103
沃利斯,Q16282581
沃哈,Q7940182
沃夫岡,Q2589157
沃尔克,Q1576766
沃尔坎,Q2530812
沃尔夫,Q2588576
沃尔夫(男性人名),Q21400601
沃尔夫-迪特里希,Q63226107
沃尔夫冈,Q2589157
沃尔弗拉姆,Q847566
沃尔德克,Q19914139
沃尔洛,Q10719215
沃尔特,Q19825039
沃尔特里奥,Q104549403
沃尔维克,Q3481066
沃尔顿,Q29370047
沃德,Q18204850
沃恩,Q4009024
沃恩,Q23034404
沃拉,Q3629777
沃森,Q29347684
沃爾克,Q1576766
沃爾坎,Q2530812
沃爾夫,Q2588576
沃爾夫 (男性人名),Q21400601
沃爾夫(男性人名),Q21400601
沃爾夫-迪特里希,Q63226107
沃爾德馬拉斯,Q2507992
沃特,Q18611510
沃特,Q20651054
沃罗,Q42867338
沃萊利,Q19828517
沃西,Q3566548
沃西,Q110815356
沃里,Q81907828
沃里,Q46607103
沃里克,Q20203672
沈,Q106857567
沙乌尔,Q20792115
沙伊姆,Q1671896
沙伦,Q2648522
沙倫,Q2648522
沙克,Q105707018
沙利斯奥,Q104545949
沙利斯歐,Q104545949
沙利纳,Q2960907
沙勒,Q28657227
沙卜泰,Q5373257
沙因,Q2800558
沙圖諾,Q3950856
沙夏,Q4482635
沙夏,Q3473768
沙奇卡,Q26269996
沙威凯,Q8082504
沙威凱,Q8082504
沙尔,Q90394055
沙尔,Q20554935
沙尔利,Q19967488
沙巴,Q842365
沙巴哈特,Q81814393
沙布内姆,Q1407487
沙布娜姆,Q26903164
沙布泰,Q5373257
沙希德,Q7461628
沙希拉,Q22928994
沙弥香,Q104897919
沙得拉,Q50282273
沙恩,Q2800558
沙扬,Q1468693
沙拉,Q63967470
沙拉德,Q7489355
沙拔哈特,Q81814393
沙拿,Q19882606
沙揚,Q1468693
沙林,Q99196667
沙林,Q18918119
沙欣,Q28914223
沙比尔,Q21034663
沙比爾,Q21034663
沙比里,Q21018734
沙汗,Q20001015
沙洛姆,Q20001228
沙爾,Q21042813
沙爾,Q90394055
沙爾瓦,Q23304476
沙瓦斯,Q68698475
沙米勒,Q4519860
沙米爾,Q4519860
沙維尼安,Q24759673
沙織,Q28128123
沙织,Q28128123
沙维利,Q8043329
沙薩,Q2216292
沙赫拉,Q22928994
沙赫瓦迪,Q102579622
沙迪亚,Q65767244
沙迪亞,Q48979778
沙里,Q2277163
沙隆,Q98827072
沙马,Q18324390
沙齐亚,Q54004693
沛森,Q39622021
沢,Q96098353
沢一,Q109925649
沢光,Q108618596
沢広,Q108619338
沢東,Q74010591
沢民,Q95577476
河,Q96384105
河俊,Q16256100
治,Q30109056
治,Q96324137
治一,Q99754053
治子,Q65679971
治文,Q113248200
治明,Q94240534
泉特尔,Q61830310
法,Q96324136
法伊兹,Q5431324
法伊特,Q19968427
法伊茲,Q5431324
法兰丝特,Q28870099
法兰克,Q18609094
法兰西,Q3080569
法列罗,Q3738639
法利達,Q16275791
法勒,Q66722301
法哈廷,Q15809220
法哈德,Q19967884
法因斯,Q21396592
法图,Q1398222
法图玛塔,Q3067264
法圖斯,Q9259346
法圖瑪塔,Q3067264
法夫里西奥,Q19774998
法奧齊,Q21589467
法妮,Q1250282
法妮亞,Q62761275
法定全名,Q666791
法尔哈德,Q19967884
法尔哈纳,Q108991143
法尔扎德,Q61041709
法尔扎德,Q61041726
法尔查那,Q5436593
法尔科,Q86588320
法尔科,Q1394372
法尔科,Q86589083
法尔赞,Q5436587
法尼亚,Q62761275
法布瑞姬雅,Q43381328
法布里奇歐,Q18011357
法布里斯,Q906035
法布里西奥 (名字),Q20588120
法布里西奧,Q19774998
法布里西奧 (名字),Q20588120
法布里齐亚,Q43381328
法希尔,Q5429551
法希爾,Q5429551
法拉,Q20899031
法拉,Q5258847
法拉,Q29022264
法拉,Q66722301
法拉赫,Q5258847
法提赫,Q1293119
法斯托,Q18176338
法斯科 (名字),Q12805302
法昆多,Q267401
法朗克,Q18609094
法杜,Q1398222
法比亚,Q82307755
法比亚娜,Q995385
法比亚诺,Q20588548
法比亞,Q82307755
法比奥 (名字),Q18697308
法比奥拉,Q3737892
法比奧,Q1766887
法比安,Q10546861
法比安 (名字),Q11681755
法比安奴,Q20588548
法比安娜,Q995385
法比恩,Q1390433
法比恩,Q15727746
法比斯,Q906035
法比歐,Q1766887
法比歐 (名字),Q18697308
法比齐奥,Q18011357
法爾哈娜,Q108991143
法爾扎德,Q61041726
法爾扎德,Q61041709
法爾查那,Q5436593
法爾科,Q1394372
法特玛 (人名),Q18697386
法特米尔,Q1398198
法特米爾,Q1398198
法特絲,Q1398240
法瑞哈,Q29025364
法瑞尔,Q28599788
法瑞德莉克,Q19869333
法瑞斯,Q20000161
法瓦兹,Q5438701
法瓦茲,Q5438701
法碧恩,Q1390433
法米,Q56599301
法約爾,Q60589307
法约尔,Q60589307
法莉德瑞克,Q18352956
法蒂亞,Q45321647
法蒂玛,Q221839
法蒂玛,Q27889967
法蒂玛,Q99892691
法蒂玛 (名字),Q21285936
法蒂瑪,Q221839
法蒂瑪,Q99892691
法蒂瑪,Q27889967
法蒂瑪 (人名),Q18697386
法蒂瑪 (名字),Q21285936
法蒂米,Q55941436
法蒂絲,Q1398240
法蒂赫,Q1293119
法蕾莉,Q1068242
法蕾莉,Q18066725
法蕾莉-安妮,Q65177461
法蘭,Q1469911
法蘭克,Q220546
法蘭克,Q1471166
法蘭克林,Q14647745
法蘭卡,Q12789220
法蘭卡,Q1444535
法蘭卡 (名字),Q17396606
法蘭基,Q19819755
法蘭基絲卡,Q1003466
法蘭塞斯,Q15207909
法蘭提賽克,Q2648973
法蘭斯,Q3480175
法蘭斯高,Q2268455
法蘭科,Q15303969
法蘭索娃絲,Q21146820
法蘭絲特,Q28870099
法蘭絲瓦,Q1244936
法蘭絲瓦-澤薇兒,Q29906361
法蘭茲,Q4925932
法蘭茲,Q16275875
法蘭茲-喬瑟夫,Q19688423
法蘭茲-約瑟夫,Q111090254
法蘭茲·康拉德,Q55396630
法蘭茲卡,Q15304142
法蘭莉卡,Q1502100
法蘭西,Q12789275
法蘭西,Q3080569
法蘭西斯,Q66725601
法蘭西斯,Q1441346
法蘭西斯-法雷德利克,Q96736354
法蘭西斯-澤維爾,Q5493129
法蘭西斯卡,Q15208593
法蘭西斯哥·澤維爾,Q98937123
法蘭西斯科,Q2605625
法蘭西斯科·喬瑟普,Q24055381
法蘭西斯科·安東尼歐,Q52186575
法蘭西斯科·德·寶拉,Q33160041
法蘭西斯科·澤維爾,Q48624385
法蘭西斯科·狄·寶拉,Q99518926
法蘭西斯高,Q7201446
法蘭西斯高·何塞,Q47484032
法蘭西索柯·保羅,Q62670536
法蘭西索柯·安東尼歐,Q61447668
法蘭西索柯·薩維里奧,Q18655661
法蘭西絲,Q1440778
法蘭西絲卡,Q2695945
法蘭西絲卡·羅曼娜,Q80182818
法蘭馨,Q18192706
法西亚,Q45321647
法賀瑞亞,Q65937318
法贊,Q5436587
法赫德,Q23049786
法赫米,Q56599301
法赫米,Q51634295
法赫里耶,Q65937318
法赫雷丁,Q15809220
法迪娜,Q3064389
法迪拉,Q3064389
法連丹,Q21143651
法郎,Q15303979
法里埃羅,Q3738639
法里德,Q18978330
法里德 (名字),Q23534292
法里达,Q16275791
法雷利,Q19689546
法雷德利克,Q17539276
法雷斯,Q20000161
法雷爾,Q28599788
法魯克,Q22330996
法魯克,Q22930173
法鲁克,Q22930173
法鲁克,Q22330996
法齐,Q21589467
泠,Q105627068
泡利,Q24068557
泡利,Q18760931
