Name,WikidataID
Jordi Joan,Q56248406
Jordi Maria,Q56685717
Jordi Miquel,Q56285486
Jordi Vicenç,Q117151098
Jordie,Q48981876
Jordin,Q98669126
Jordin,Q56255264
Jordina,Q21146172
Jordon,Q29203879
Jordy,Q20683704
Jordyn,Q29380771
Jordão,Q106464433
Jore,Q113664440
Joreintje,Q110401648
Jorel,Q61613882
Joren,Q2554259
Jorens,Q48777428
Jorg,Q113882418
Jorg-Otto,Q19688657
Jorga,Q18319862
Jorge,Q14346236
Jorge Alberto,Q55287340
Jorge Antonio,Q54086964
Jorge António,Q54087066
Jorge Antônio,Q54086904
Jorge Carlos,Q69920597
Jorge David,Q98969601
Jorge Domingo,Q117833825
Jorge Enrique,Q111669846
Jorge Ernesto,Q98937441
Jorge Filipe,Q54303235
Jorge Francisco,Q100989651
Jorge Gabriel,Q54318209
Jorge Iván,Q99449065
Jorge Jose,Q54199610
Jorge José,Q54090829
Jorge José,Q54199610
Jorge Juan,Q38382511
Jorge Luis,Q53474880
Jorge Manuel,Q54209094
Jorge Paulo,Q67187928
Jorge Raul,Q52888215
Jorge Raúl,Q52888215
Jorge Ricardo,Q54087630
Jorge Roberto,Q62009663
Jorge Víctor,Q55128243
Jorge de la Purificación,Q105106870
Jorgelina,Q43536428
Jorgen,Q87362746
Jorgina,Q16429861
Jorgine,Q11979724
Jorginho,Q21285883
Jorgito,Q98669058
Jorgos / Georgios,Q64698701
Jorgos / Giorgios,Q64698701
Jorgosz,Q109538886
Jori,Q17533013
Jorian,Q2033725
Jorid,Q33101470
Jorien,Q57415611
Jorijna,Q21146174
Jorijuki,Q16291796
Jorik,Q2464083
Jorin,Q20000598
Jorina,Q1703982
Jorinde,Q1703983
Jorine,Q21144840
Jorinobu,Q8055328
Jorinus,Q21143561
Joris,Q168563
Joris,Q14508321
Jorisada,Q42753855
Jorit,Q56855721
Jorja,Q54675614
Jork,Q96776643
Jorlaug,Q16429815
Jorma,Q1704013
Jormundur,Q16429863
Jorn,Q488359
Jorne,Q2477356
Jornell,Q100792916
Jornt,Q114182497
Jorodd,Q30307508
Jorre,Q110618838
Jorrit,Q1254923
Jorryt,Q99657061
Jort,Q21651720
Jorun,Q19688183
Jorun,Q114088200
Jorunn,Q1799021
Jorvar,Q16429874
Jorvi,Q16429876
Jory,Q30306936
Jorys,Q112672816
Jos,Q1552037
Josa,Q97034526
Josabeth,Q47500822
Josafat,Q58819429
Josafat,Q58890291
Josafá,Q110871198
Josanne,Q64224676
Josaphat,Q20671761
Joscelin,Q63399478
Josceline,Q21296587
Joscelyn,Q19345772
Joscelyne,Q66264046
Joscha,Q20001869
Josche,Q71664732
Joschi,Q107515192
Joschka,Q20000903
Joschua,Q20001875
Jose,Q19801116
Jose,Q66827733
Jose Antonio,Q66725766
Jose Antonio Gregorio,Q79607176
Jose Antonio Mamerto,Q79607403
Jose Bautista,Q79607414
Jose Bernardo,Q79606710
Jose Eduardo,Q53867696
Jose Eloy,Q53673481
Jose Emiliano,Q52692074
Jose Enrique,Q53864911
Jose Ernesto,Q61333803
Jose Felipe,Q55437440
Jose Fernando,Q52689071
Jose Francisco,Q79606972
Jose Francisco,Q52240811
Jose Francisco Domingo,Q79607281
Jose Gabriel,Q54323852
Jose Gaspar,Q55413320
Jose Ignazio,Q53869505
Jose Inazio,Q53865305
Jose Javier,Q22277230
Jose Jeronimo,Q55268530
Jose Joaquin,Q79606901
Jose Joaquin,Q54117260
Jose Joaquín,Q79606760
Jose Jorge,Q54199849
Jose Juaquin,Q79606958
Jose Lorenzo,Q79607077
Jose Luis,Q79607074
Jose Manuel,Q79607386
Jose Mari,Q53864973
Jose Maria Atanasio,Q79607249
Jose Mariano,Q53673433
Jose María,Q79415823
Jose Migel,Q53864954
Jose Miguel,Q54863131
Jose Miguel,Q79606797
Jose Pedro,Q79606692
Jose Policarpo,Q79606783
Jose Prudencio,Q79606803
Jose Rafael,Q53681735
Jose Raul,Q52638973
Jose Ricardo,Q53673409
Jose Ronaldo,Q55241934
Jose Salvador,Q54203005
Jose Santiago,Q79606809
Jose Santos,Q53160318
Jose Tomas,Q52640109
Jose Vicente,Q79606747
Jose Ygnacio,Q79606712
Jose Ygnacio Eugenio,Q79607191
Jose Ysidro,Q79607418
Josea,Q21147087
Joseana,Q66491111
Joseas,Q21144846
Joseba,Q20087767
Joseba Koldobika,Q113852989
Josee,Q3186622
Josee,Q101427526
Josef,Q15730712
Josef Antonio,Q79606455
Josef Eugen,Q64810108
Josef Francisco,Q79606501
Josef Franz,Q53805859
Josef Juaquin,Q79606433
Josef Karel,Q53851526
Josef Karl,Q53850365
Josef Ludwig,Q97609064
Josef Manuel,Q79606728
Josef Maria,Q53805561
Josef-Emanuel,Q110154970
Josefa,Q617272
Josefa,Q59497523
Josefa Antonia,Q79605866
Josefa Antonia Eugenia,Q79607291
Josefa Antonia Eusebia,Q79607815
Josefa Antonia Florentina,Q79607309
Josefa Antonia Sevastiana,Q79607179
Josefa Antonia Teresa,Q79607502
Josefa Benita,Q79607447
Josefa Bernarda,Q79606985
Josefa Catalina,Q79607491
Josefa Damasa,Q79607664
Josefa Dolores,Q79607358
Josefa Dominga,Q65039995
Josefa Fermina,Q79607200
Josefa Francisca,Q79605794
Josefa Francisca Javiera,Q79607227
Josefa Hermenegilda,Q79607760
Josefa Joaquina,Q79606966
Josefa Joaquina Dominica,Q79607205
Josefa Joaquina Epifania,Q79607528
Josefa Luisa,Q79607383
Josefa Manuela,Q79606864
Josefa Margarita,Q79607737
Josefa Maria,Q79607152
Josefa Maria Dolores,Q79607903
Josefa Maria Justa,Q79607856
Josefa Maria de los Dolores,Q80355547
Josefa Martina,Q79607018
Josefa María,Q52163199
Josefa Mercedes,Q113954060
Josefa Micaela,Q79607072
Josefa Micaela Dionisia,Q79607519
Josefa Micaela Leandra,Q79607303
Josefa Patrocino Ygnacia,Q79607466
Josefa Pia,Q61942682
Josefa Pía,Q96347037
Josefa Ramona,Q79607350
Josefa Ramona Ygnacia,Q79607302
Josefa Rosa,Q79607514
Josefa Silvestra,Q79607242
Josefa Valeria,Q79607768
Josefa Victoriana,Q79607825
Josefa Ygnacia,Q79606860
Josefa Ygnacia Remigia,Q79606970
Josefa de los Dolores,Q80317323
Josefien,Q106436073
Josefiina,Q33101199
Josefin,Q10540926
Josefina,Q18219770
Josefine,Q6280365
Josefius,Q21148087
Josehpus,Q62758158
Joseline,Q19845698
Joselio,Q61780981
Joselita,Q107251134
Joselle,Q114068329
Joselyn,Q98455778
Joselyne,Q65177286
Josemith,Q100325512
Josep,Q66827784
Josep,Q16429820
Josep Abel,Q68930549
Josep Anton,Q63225924
Josep Antoni,Q54847892
Josep Antonio,Q79606353
Josep Carles,Q23759471
Josep Domenec,Q63118994
Josep Domènec,Q63118994
Josep Elias,Q64808891
Josep Enric,Q57400856
Josep Francesc,Q96335629
Josep Fèlix,Q99905963
Josep Ignasi,Q66311609
Josep Ildefons,Q116779895
Josep Lluís,Q20856649
Josep Luis,Q78983789
Josep Manel,Q57004976
Josep Manuel,Q63430568
Josep Maria,Q18763664
Josep Melcior,Q63241371
Josep Miquel,Q60462950
Josep Narcís,Q84078009
Josep Oriol,Q64687914
Josep Pau,Q75204741
Josep Pere,Q64899352
Josep Ramon,Q54554447
Josep Tomas,Q63123770
Josep Tomàs,Q63123770
Josep Vicent,Q77665866
Josep Vicenç,Q91925758
Josep Víctor,Q75026968
Josep Xavier,Q65953121
Josep-Anton,Q63225924
Josep-Lluís,Q116195733
Josep-Ramon,Q87441899
Josepa,Q52162502
Joseph,Q30467509
Joseph,Q471788
Joseph Agustin,Q79606553
Joseph Alfred,Q59785986
Joseph Aloysius,Q96745602
Joseph Anthony,Q54848777
Joseph Anton,Q113457416
Joseph Anttonio,Q79606155
Joseph August,Q100466240
Joseph Bernardo,Q79606419
Joseph Bernardo Ygnacio,Q79606406
Joseph Carl,Q53850316
Joseph Charles,Q53852049
Joseph Christopher,Q59140644
Joseph David,Q65660444
Joseph Domingo,Q79606680
Joseph Esteban,Q79606516
Joseph Eugen,Q64810284
Joseph Eugene,Q64810858
Joseph Francis,Q96625614
Joseph Francisco,Q79606394
Joseph Franz,Q59691732
Joseph Ignaz,Q58176792
Joseph Joaquin,Q79606543
Joseph Juaquin,Q79606588
Joseph Karl,Q53850480
Joseph Lee,Q62026448
Joseph Leslie,Q102180172
Joseph Manuel,Q79606597
Joseph Maria,Q53806258
Joseph Maria Manuel,Q79606626
Joseph Matheo,Q79606595
Joseph Matthias,Q107204105
Joseph Michael,Q67364877
Joseph Nathaniel,Q50275499
Joseph Patrick,Q59420205
Joseph Peter,Q107152040
Joseph Policarpo,Q79606679
Joseph Ramos,Q79606199
Joseph Raymond,Q89292323
Joseph Roger,Q55172716
Joseph Santiago,Q79606654
Joseph Thomas,Q60345315
Joseph Victor,Q55530568
Joseph William,Q99732736
Joseph Ygnacio,Q79606560
Joseph Ysidro,Q79606549
Joseph-Aimé,Q114173599
Joseph-Alexandre,Q60589427
Joseph-Alphonse,Q97012873
Joseph-André,Q117157269
Joseph-Anne-Luc,Q63241226
Joseph-Antoine,Q27922422
Joseph-Antonio,Q60589428
Joseph-Arthur,Q60589429
Joseph-Bruno,Q58134073
Joseph-Cajétan,Q60589430
Joseph-Calixte,Q60589431
Joseph-Charles,Q53852049
Joseph-Chrétien,Q58132326
Joseph-Claude,Q63970418
Joseph-Cléophas,Q109028001
Joseph-David,Q60589432
Joseph-Denis,Q114440892
Joseph-Dominique,Q54907272
Joseph-Emile,Q27925698
Joseph-Etienne,Q58006887
Joseph-Eugène,Q58132789
Joseph-Fabien,Q60589434
Joseph-Felix,Q60589435
Joseph-Ferdinand,Q27949764
Joseph-Francis,Q93935040
Joseph-Francois,Q6280610
Joseph-Francois-Albert,Q27920102
Joseph-François,Q6280610
Joseph-François-Albert,Q27920102
Joseph-François-Mathieu,Q65558138
Joseph-Félix,Q60589435
Joseph-Gabriel,Q54329154
Joseph-Georges,Q27920099
Joseph-Giuseppe,Q60589437
Joseph-Guillaume,Q99732738
Joseph-Henri,Q38285545
Joseph-Honore,Q80804231
Joseph-Honoré,Q80804231
Joseph-Hubert-Gérald,Q98582022
Joseph-Jacques,Q62561905
Joseph-Leonard,Q60589438
Joseph-Leonce,Q60589439
Joseph-Louis,Q58134917
Joseph-Léonard,Q60589438
Joseph-Léonce,Q60589439
Joseph-Marc,Q115689236
Joseph-Marie,Q3184339
Joseph-Masse,Q60589440
Joseph-Massé,Q60589440
Joseph-Maurice,Q65177287
Joseph-Medard,Q60589441
Joseph-Moise,Q60589442
Joseph-Moïse,Q60589442
Joseph-Médard,Q60589441
Joseph-Napoléon,Q60589443
Joseph-Nicolas,Q98449487
Joseph-Octave,Q58491966
Joseph-Olindo,Q60589445
Joseph-Papin,Q60589446
Joseph-Pierre,Q19869381
Joseph-René,Q79345672
Joseph-Siffred,Q105844853
Joseph-Sylvio-Narcisse,Q60589447
Joseph-Theodor,Q19688658
Joseph-Victor,Q97099561
Joseph-Willie,Q60589448
Joseph-Zoël,Q60589449
Joseph-Édouard,Q60589433
Joseph-Émile,Q27925698
Joseph-Étienne,Q58006887
Josepha,Q19693378
Josepha Antonia,Q79605734
Josepha Bernarda,Q79606611
Josepha Joachina,Q79606579
Josepha Joaquina,Q79606673
Josepha Juaquina,Q79606417
Josepha Martina,Q79606651
Josepha Vicenta Agustina,Q79606739
Josepha Ygnacia,Q79606358
Josepha Ygnacía,Q79606772
Josephat,Q66429685
Josephe,Q59360965
Josephee,Q98669012
Josephia,Q21147090
Josephin,Q115934039
Josephina,Q20162033
Josephine,Q666954
Josephius,Q21148089
Josephte,Q20162821
Josephus,Q20631450
Josephus Maria,Q53795936
Josette,Q3185920
Josetxo,Q99398473
Josetxu,Q55644060
Josevina,Q21148092
Josh,Q18328013
Joshimar,Q116196618
Josho,Q98149993
Joshua,Q3284319
Joshua Michael,Q59684325
Joshuah,Q107561601
Josi,Q19967614
Josi,Q65084574
Josia,Q20001880
Josiah,Q1708613
Josian,Q65767471
Josiane,Q18175373
Josianne,Q65177289
Josias,Q18181294
Josie,Q15821851
Josie,Q98669197
Josiel,Q66125132
Josien,Q114610575
Josiena,Q21147091
Josif,Q16277477
Josifas,Q22666656
Josijna,Q21146175
Josimar,Q21286083
Josina,Q19912492
Josine,Q21144851
Josinus,Q21143354
Josip,Q10954134
Josipa,Q12792748
Josipina,Q20523742
Josita,Q52779146
Josje,Q63533964
Joske,Q112085028
Joslin,Q111048111
Joslyn,Q63399636
Josmer,Q103815790
Jospehina,Q21148094
Jospehus,Q21148095
Josphat,Q109375459
Josphina,Q21148096
Josquin,Q88458711
Joss,Q56259971
Josse,Q17522220
Josselin,Q19914740
Josseline,Q55076061
Josselyne,Q65767474
Josseph,Q79605951
Josseph Antonio,Q79606064
Josseph Anttonio,Q79606184
Josseph Juaquin,Q79606269
Josseph Manuel,Q79606225
Jossepha,Q86204456
Jossepha Antonia,Q79605945
Jossepha Anttonia,Q79606187
Jossepha Francisca,Q79606168
Jossepha Ygnacia,Q79606162
Jossi,Q19968036
Jossif,Q12365460
Jossine,Q116695722
Josslyn,Q95983385
Jossyf,Q23197765
Jossyp,Q54987832
Jost,Q18179742
Josta,Q110445700
Jostein,Q1781832
Josten,Q112038921
Josto,Q1116844
Josu,Q11617381
Josua,Q18327995
Josuah,Q28053158
Josue,Q113005862
Josue,Q78682244
Josue,Q28843685
Josuha,Q64620887
Josune,Q25973258
Josué,Q5937204
Josve,Q111150727
Josy,Q18218822
Josyane,Q63725928
Josyann,Q58838840
Josyf,Q23197765
Josyp,Q57255661
Josyp,Q54987832
Joszko,Q115259138
Josèphe,Q59360965
José,Q29043256
José,Q66827836
José,Q29043257
José,Q2190619
José Adolfo,Q60797003
José Adolfo,Q60800476
José Agustín,Q51731599
José Alberto,Q52393203
José Alejandro,Q58053091
José Alfonso,Q53632813
José Alfredo,Q52394513
José Alí,Q50827518
José Amador,Q62504508
José Andrés,Q52639588
José Antonio,Q6291381
José Antonio Ponciano,Q79607873
José António,Q54847282
José Antônio,Q54847548
José Augusto,Q61992388
José Aurelio,Q114353653
José Bautista,Q79607695
José Benito,Q53872561
José Bernardino,Q24389096
José Bernardo,Q57173554
José Bernardo,Q79607367
José Carlos,Q53849761
José Carlos,Q17386613
José Carmelo,Q54208525
José Celestino,Q64800594
José Ciriaco,Q79607685
José Daniel,Q54834129
José Daniel,Q54834135
José David,Q55291383
José Dolores,Q61656557
José Domingo,Q61654362
José Domingo Antonio,Q79607518
José Domingo Pedro,Q79607552
José Eduardo,Q53867696
José Eduardo,Q53867870
José Eloy,Q53673481
José Elías,Q64807882
José Emiliano,Q52692074
José Emilio,Q97582349
José Enrique,Q33060093
José Enrique,Q53864911
José Ernesto,Q61333803
José Ernesto,Q61332789
José Estevan,Q79607028
José Eugenio,Q64808546
José Eugénio,Q64814620
José Eugênio,Q64814078
José Eusebio,Q96059358
José Evaristo,Q78874014
José Felipe,Q55437031
José Felipe,Q55437440
José Fermin,Q79607337
José Fermin Antonio,Q79607439
José Fernando,Q52690970
José Fernando,Q52689071
José Francisco,Q54210754
José Francisco,Q52240811
José Francisco Luis,Q79607331
José Félix,Q78874804
José Gabriel,Q54323852
José Gaspar,Q55413320
José Gaspar,Q55413266
José Gavino,Q79607455
José Geraldo,Q61990341
José Gerlado,Q61990341
José Gregorio,Q66606899
José Guillermo,Q61698918
José Ignacio,Q38038517
José Inácio,Q87604088
José Inés,Q56477455
José Javier,Q22277230
José Jerónimo,Q55268530
José Jerónimo,Q55268401
José Jerônimo,Q55270621
José Jesús,Q110816076
José Jesús Francisco,Q98823431
José Joaquim,Q21483099
José Joaquin,Q79607276
José Joaquin Rufino,Q79607841
José Joaquín,Q54117260
José Joel,Q58905255
José Jorge,Q54199849
José Jorge,Q54200294
José João,Q54520727
José Juan,Q51013310
José Julio,Q53846232
José Julián,Q53260013
José Júlio,Q53846457
José Leopoldo,Q115621190
José Lino,Q63248185
José Lorenzo,Q79607578
José Luis,Q20856658
José Luiz,Q53261648
José Luís,Q54863384
José Manoel,Q52689903
José Manuel,Q55261197
José Manuel,Q23691965
José Manuel,Q79607628
José Mari,Q53864973
José Maria,Q18759098
José Maria Aniceto,Q79607854
José Mariano,Q53673438
José Mariano,Q53673433
José Martin Bernardo,Q79606872
José Martín,Q52721398
José María,Q18755442
José Mateo,Q79606912
José Matías,Q79607500
José Miguel,Q38038285
José Miguel,Q54863131
José Naria,Q79607877
José Nicolas Benito,Q79607595
José Nicolás,Q65038409
José Pascual,Q53871939
José Patricio,Q65040169
José Patrício,Q65040574
José Paulo,Q77112790
José Pedro,Q52734442
José Pedro,Q52734568
José Rafael,Q53681735
José Ramón,Q38038584
José Raúl,Q52638973
José Reyes,Q99379516
José Ricardo,Q53673414
José Ricardo,Q53673409
José Rodrigo,Q62983852
José Ronaldo,Q55241625
José Ronaldo,Q55241934
José Rubens,Q59329180
José Rubén,Q59326337
José Ruperto,Q66606948
José Salvador,Q54203005
José Santiago,Q79606927
José Santiago,Q61698559
José Santos,Q53160318
José Tadeo,Q66606832
José Tadeu,Q54494523
José Tomas,Q79607344
José Tomás,Q54846848
José Tomás,Q52640109
José Tomás Telesfóro,Q79607609
José Toribio,Q51285049
José Trinidad,Q99550156
José Vicente,Q79607777
José Vicente,Q53717162
José Victor,Q79607848
José Víctor,Q53199005
José Ygnacio,Q79606895
José Ygnacio Maria Fructo,Q79607498
José de Jesús,Q39138769
José de Jesús María,Q73618590
José de la Cruz,Q38203869
José de la Trinidad,Q99549998
José de los Reyes,Q97131941
José de los Santos,Q66763456
José Ángel,Q107694274
José Ángel,Q29515600
José-Pierre,Q63241227
Joséane,Q111132513
Josée,Q3186622
Joséfa,Q80324545
Joséfa Antonia,Q79607632
Joséfa Celestina Ursula,Q79607659
Joséfa Florentina,Q79607702
Joséfa Joaquina,Q79607585
Joséfa Joaquina Blasa,Q79607598
Joséfa Luisa,Q79607586
Joséfa Maria,Q79607688
Joséfa Martina,Q79607692
Joséfa Martina Jacinta,Q79607588
Joséfa Ramona,Q79607573
Joséfa Rufina,Q79607579
Joséfa Serafina,Q79607655
Joséfa Victoriana,Q79607582
Joséfa Ygnacia,Q79607549
Joséfa Ygnacia Carmen,Q79607667
Josélio,Q97981555
Josélito,Q60589426
Joséphin,Q27897661
Joséphine,Q19689453
Joséphine-Charlotte,Q100149096
Josías,Q5946632
Josúe,Q78682244
Jota,Q21285918
Jotham,Q58146879
Jotte,Q115209502
Jou,Q97600546
Joubert,Q114707433
Jouett,Q115042100
Jouka,Q33431656
Jouke,Q21143231
Joukje,Q21143157
Jouko,Q6294557
Jouni,Q5398094
Jourdain,Q59533451
Jourdan,Q20119950
Jourdiana,Q115702373
Jourik,Q114610971
Jousia,Q11867267
Jouwert,Q111237036
Jovan,Q1561187
Jovana,Q16083151
Jovanka,Q63349540
Jovanna,Q98669069
Jovanny,Q86589082
Jovenel,Q107458151
Jovette,Q55169168
Jovian,Q19968038
Jovin,Q20002195
Jovina,Q66103313
Jovino,Q53187800
Jovita,Q128373
Jovito,Q57539005
Jovna,Q30088864
Jovnna,Q62099455
Jovnna-Ánde,Q62099433
Jovon,Q112628278
Jovsset,Q46533249
Jovy,Q96471989
Jována,Q1101704
Jowanka,Q1318285
Jowinian,Q11728666
Jowita,Q20741307
Jowitt,Q101252157
Joxe,Q43400460
Joxe Mari,Q62603086
Joxepa,Q39908898
Joy,Q4539731
Joy-Ann,Q84955104
Joy-in-sorrow,Q25768115
Joya,Q20000603
Joyce,Q1089094
Joycelyn,Q42379120
Joyee,Q98974314
Joyeeta,Q105627301
Jozafat,Q11728681
Jozafata,Q11728687
Jozea,Q21147092
Jozeas,Q21148097
Jozef,Q17497882
Jozefa,Q59497523
Jozefa,Q19693384
Jozefina,Q12792766
Jozefina,Q21148099
Jozefus,Q21148100
Jozefína,Q33101202
Jozeph,Q21142135
Jozeph,Q67200696
Jozephina,Q21142525
Jozephine,Q21146178
Jozephus,Q21142152
Jozha,Q12792772
Jozhefa,Q20523780
Jozhefina,Q12793002
Jozhi,Q12793005
Jozhica,Q20523795
Jozhka,Q12793014
Jozias,Q21142468
Joziena,Q21143158
Jozijna,Q21148102
Jozijntje,Q21148105
Jozina,Q21141930
Jozinus,Q21147093
Jozo,Q58488513
Jozo,Q20523761
Jozsef,Q86589119
Jozua,Q18327995
Jozue,Q18327996
Jozy,Q103815794
Jozzepi,Q113532896
Jozzeppi,Q63390008
Jozée,Q109592904
Joâo,Q115168778
João,Q16916120
João,Q116950433
João António,Q54857425
João Antônio,Q54857392
João Augusto,Q103055270
João Baptista,Q55739140
João Batista,Q63532608
João Bosco,Q71975132
João Carlos,Q54522394
João Evangelista,Q116936285
João Francisco,Q62630774
João Gilberto,Q105329808
João Gualberto,Q54860506
João Henrique,Q16277482
João José,Q54487467
João Luiz,Q54857566
João Luís,Q54855445
João Manuel,Q54870892
João Marcelino,Q52595396
João Maria,Q55171788
João Miguel,Q54869271
João Nepomuceno,Q62118363
João Paulo,Q50306735
João Ricardo,Q77082636
João Vicente,Q113772707
João de Deus,Q99583764
João-Paulo,Q113182931
Joé,Q43761644
Joël,Q2402968
Joël Bernard,Q98205190
Joële,Q65177283
Joëlle,Q6298525
Joëlle Christine,Q65767467
Joŝinori,Q1523699
Joši,Q21055552
Jošiaki,Q23309265
Jošicugu,Q21054936
Jošihide,Q3572651
Jošihiko,Q17058783
Jošihiro,Q8056051
Jošihisa,Q16282764
Jošihito,Q18375274
Jošijuki,Q764192
Jošiko,Q8056135
Jošikuni,Q8056145
Jošimasa,Q8056146
Jošimi,Q19961078
Jošimicu,Q9383521
Jošimiči,Q8056168
Jošinaga,Q21054997
Jošinao,Q8056182
Jošinobu,Q8056196
Jošinori,Q1523699
Jošio,Q19863303
Joširó,Q8056269
Jošisuke,Q16282780
Jošitaka,Q19961039
Jošiteru,Q8056300
Jošito,Q8056304
Jošišige,Q8056273
Joško,Q1710271
Jošt,Q17522230
Joža,Q12792772
Joža,Q12792774
Jože,Q20054151
Jožef,Q17497895
Jožefa,Q20523780
Jožefina,Q12793002
Jožek,Q20523789
Joži,Q12793005
Joži,Q12793004
Jožica,Q20523795
Jožka,Q12793014
Jožka,Q107184294
Jožko,Q12793010
Jr.,Q19838175
Jr.,Q106677475
Jsajm,Q111967273
Ju,Q96248882
Ju,Q20085847
Ju,Q20083679
Ju-a,Q69508238
Ju-ae,Q69511902
Ju-bin,Q69510595
Ju-bin,Q28197212
Ju-bong,Q69509126
Ju-cheol,Q69511118
Ju-džong,Q16256897
Ju-eon,Q69510411
Ju-eun,Q69507785
Ju-gjong,Q8055125
Ju-gon,Q16924461
Ju-gyeong,Q69508753
Ju-ha,Q69509885
Ju-han,Q69508459
Ju-heon,Q69514976
Ju-ho,Q69507162
Ju-hong,Q69509595
Ju-hui,Q68314570
Ju-hun,Q69511957
Ju-hwa,Q69513804
Ju-hwan,Q18126357
Ju-hyang,Q69514808
Ju-hyeok,Q69508874
Ju-hyeon,Q15708708
Ju-hyeong,Q69507084
Ju-ik,Q69512228
Ju-il,Q69507951
Ju-in,Q69513347
Ju-mi,Q69510580
Ju-min,Q69512783
Ju-myeong,Q69512708
Ju-ran,Q69512059
Ju-ri,Q16256934
Ju-ri,Q69507774
Ju-ryeong,Q108882039
Ju-sang,Q69513206
Ju-seok,Q69508308
Ju-seon,Q69512949
Ju-seong,Q69507193
Ju-seop,Q69513749
Ju-seung,Q69515296
Ju-su,Q69511348
Ju-u,Q69510330
Ju-wan,Q69508240
Ju-won,Q16277445
Ju-yeol,Q69509644
Ju-yeon,Q68311976
Ju-yeong,Q68305360
Ju-yeop,Q69512003
Ju-yong,Q69507979
Ju-čchon,Q19941566
JuVaughn,Q105940489
Juachin,Q79606096
Juan,Q475210
Juan Abelardo,Q55530676
Juan Agustin,Q79606509
Juan Alberto,Q61994478
Juan Alejandro,Q83859078
Juan Alfonso,Q23710774
Juan Alfredo,Q72681722
Juan Andrés,Q61985765
Juan Angel,Q52729443
Juan Aniceto,Q79607745
Juan Antonio,Q18940825
Juan Antonio Ysidoro,Q79607269
Juan Anttonio,Q79605896
Juan Ascencio,Q79606327
Juan Baptista,Q79605671
Juan Basilio,Q79606608
Juan Bauptista,Q79605599
Juan Bauptistta,Q79605971
Juan Baupttista,Q79606004
Juan Bautista,Q27601812
Juan Bautista Martin,Q79607851
Juan Bernardo,Q79606450
Juan Blas,Q79607294
Juan Carlos,Q2737004
Juan Carreño,Q105532993
Juan Crisóstomo,Q110942928
Juan Cruz,Q79606099
Juan Cruz Bernabé,Q79607867
Juan Cruz Julian,Q79607791
Juan Daniel,Q54317864
Juan Diego,Q29885030
Juan Dionisio,Q79606599
Juan Domingo,Q79607860
Juan Domingo Antonio,Q79606735
Juan Enrique,Q54555786
Juan Evangelista,Q53806972
Juan Fermin,Q79606266
Juan Fermín,Q79606078
Juan Fernando,Q100594777
Juan Francisco,Q55118878
Juan Félix,Q113962456
Juan Gabriel,Q83407957
Juan Gerardo,Q76753371
Juan Gregorio,Q79606898
Juan Guillermo,Q59199059
Juan Ignacio,Q52126454
Juan Jacobo,Q78773691
Juan Jesús,Q51012659
Juan Jorge,Q57883560
Juan Josef,Q79606489
Juan Joseph,Q79606293
Juan Josseph,Q79605934
Juan José,Q107694156
Juan José,Q23831172
Juan José Antonio,Q79607425
Juan Lopez,Q79605544
Juan Lorenzo,Q79605835
Juan Lucas,Q67187443
Juan Luis,Q51002216
Juan Manuel,Q31210564
Juan Maria Daniel,Q79607636
Juan Martin,Q79605828
Juan Martin Antonio,Q79607186
Juan Martinez,Q79605790
Juan Martín,Q79606086
Juan Martínez,Q79605942
Juan María,Q51012592
Juan Mathias,Q79605967
Juan Mathías,Q79606081
Juan Matias,Q79607103
Juan Mauricio,Q79607252
Juan Miguel,Q47897474
Juan Miguel Luis,Q79606946
Juan Milian,Q79607099
Juan Nepomuceno,Q33125583
Juan Pablo,Q18950727
Juan Patricio,Q65088260
Juan Pedro,Q51011467
Juan Pío,Q62507698
Juan Rafael,Q79607031
Juan Rafael Paulino,Q79607422
Juan Ramon,Q51950315
Juan Ramos,Q79605983
Juan Ramus,Q79605977
Juan Ramón,Q51950315
Juan Ruperto,Q79606838
Juan Santiago,Q52731205
Juan Saturnino,Q79606732
Juan Sebastian,Q55387893
Juan Sebastián,Q55387893
Juan Thomas,Q79606776
Juan Tomas,Q79607134
Juan Vicente,Q58833512
Juan Ygnacio,Q79605736
Juan Ygnacio Bicente,Q79606038
Juan Ysidro,Q79606202
Juan de Dios,Q38189038
Juan de Mata,Q112224779
Juan de Mata Maria,Q79607740
Juan de Mata María,Q79607740
Juan de la Cruz,Q38227168
Juan de la Santísima Trinidad,Q108576138
Juan Ángel,Q52729443
Juan-José,Q106637572
Juana,Q10862524
Juana Baptista,Q79606582
Juana Bauptista,Q79606131
Juana Bautista,Q79606997
Juana Bautista Ygnacia,Q79607166
Juana Catalina,Q79607754
Juana Catalina Antonia,Q79607486
Juana Dolores,Q95606835
Juana Fermina,Q79607413
Juana Francisca,Q79606786
Juana Francisca Florentina,Q79607533
Juana Gregoria,Q79606915
Juana Josefa,Q79606870
Juana Josefa Amalia,Q79607693
Juana Josefa Ramos,Q79607879
Juana Josefa Ygnacia,Q79607165
Juana Joséfa,Q79607635
Juana Lorenza,Q79607732
Juana Margarita,Q79607682
Juana Maria,Q79606534
Juana Maria Ramona,Q79606990
Juana Maria Salustiana,Q79607547
Juana Martina,Q79607139
Juana Martína,Q79606843
Juana María,Q54366519
Juana Paula,Q79607893
Juana Rosa,Q79607619
Juana Teresa,Q79607110
Juana Ygnacia,Q79606410
Juandalynn,Q110832700
Juanes,Q79605581
Juanisi,Q98827113
